year,ccode,cname,ph_infrastructure,ict,business,border_transp,export
2007,CHN,China,0.4969683,0.5506973,0.3616364,0.6996928,Add
2007,COL,Colombia,0.3169765,0.4289086,0.3135201,0.7359256,Add
2007,CRI,Costa Rica,0.2553652,0.4758666,0.4452645,0.6638547,Add
2007,HRV,Croatia,0.4915716,0.4487713,0.3692495,0.6846832,Add
2007,CZE,Czech Republic,0.5354497,0.6247727,0.3483246,0.7800121,Add
2007,DNK,Denmark,0.9431403,0.9702011,1,0.9629791,Add
2007,DOM,Dominican Republic,0.4442228,0.5534989,0.1673351,0.7934151,Add
2007,ECU,Ecuador,0.2983924,0.2741188,0.1126292,0.6160497,Add
2007,EGY,Egypt,0.450728,0.5188388,0.3495838,0.780248,Add
2007,SLV,El Salvador,0.515977,0.4934323,0.3875553,0.6801767,Add
2007,EST,Estonia,0.5956095,0.9081133,0.5799205,0.9655573,Add
2007,ETH,Ethiopia,0.2785501,0.2484869,0.2921837,0.4762369,Add
2007,FIN,Finland,0.8870342,0.9406031,0.9959,0.8974599,Add
2007,FRA,France,0.959101,0.7972643,0.6979107,1,Add
2007,GMB,"Gambia, The",0.4101204,0.452866,0.3615741,0.6716254,Add
2007,GEO,Georgia,0.388092,0.3249288,0.3595315,0.7195613,Add
2007,DEU,Germany,0.9932528,0.88908,0.8344676,0.9045255,Add
2007,GHA,Ghana,0.3864859,0.3680136,0.344242,0.6941551,Add
2007,GRC,Greece,0.5851916,0.4366009,0.4242939,0.7498807,Add
2007,GTM,Guatemala,0.4013818,0.5860144,0.338057,0.5636742,Add
2007,GUY,Guyana,0.2611369,0.2315015,0.1753847,0.5854232,Add
2007,HND,Honduras,0.443226,0.3980331,0.2886294,0.6181138,Add
2007,HKG,Hong Kong SAR,0.9774517,0.8547696,0.8525776,0.9369305,Add
2007,HUN,Hungary,0.4237249,0.5663906,0.3598358,0.7609198,Add
2007,ISL,Iceland,0.6491567,0.9955897,0.9564909,0.8264391,Add
2007,IND,India,0.4980105,0.7215737,0.3240254,0.6367326,Add
2007,IDN,Indonesia,0.3069607,0.4586895,0.2991763,0.7396369,Add
2007,IRL,Ireland,0.5173352,0.7814538,0.6804843,0.9107959,Add
2007,ISR,Israel,0.6876899,0.9144162,0.6238865,0.8666192,Add
2007,ITA,Italy,0.4445344,0.6251326,0.3949033,0.7942891,Add
2007,JAM,Jamaica,0.5184813,0.6105924,0.2757563,0.7307884,Add
2007,JPN,Japan,0.8524569,0.8506023,0.7063881,0.8801504,Add
2007,JOR,Jordan,0.5542713,0.6326003,0.5164165,0.6916629,Add
2007,KAZ,Kazakhstan,0.3419564,0.4541512,0.2974634,0.0159935,Add
2007,KEN,Kenya,0.3940603,0.4719052,0.1472212,0.5684356,Add
2007,KOR,"Korea, Rep.",0.8113673,0.9303475,0.65977,0.8752986,Add
2007,KWT,Kuwait,0.5511982,0.5624041,0.4168581,0.602909,Add
2007,KGZ,Kyrgyz Republic,0.2092761,0.1739693,0.1285493,0.0668804,Add
2007,LVA,Latvia,0.5550926,0.5315562,0.3977826,0.79367,Add
2007,LTU,Lithuania,0.5761904,0.6164137,0.4066702,0.8021543,Add
2007,LUX,Luxembourg,0.7307645,0.6743895,0.8592572,0.909013,Add
2007,MDG,Madagascar,0.2673205,0.4165023,0.2382933,0.6901177,Add
2007,MWI,Malawi,0.1743235,0.2528425,0.3198995,0.2987069,Add
2007,MYS,Malaysia,0.827907,0.8265319,0.5984598,0.7209758,Add
2007,MLI,Mali,0.2127039,0.4383916,0.2183134,0.416114,Add
2007,MUS,Mauritius,0.5416713,0.4661096,0.3683669,0.7901466,Add
2007,MEX,Mexico,0.4246794,0.5082372,0.3121127,0.7900608,Add
2007,MDA,Moldova,0.2119013,0.2156409,0.3241471,0.6245487,Add
2007,MNG,Mongolia,0.1366463,0.2994466,0.1591785,0.4423274,Add
2007,MAR,Morocco,0.4780809,0.4834559,0.3563125,0.6573295,Add
2007,MOZ,Mozambique,0.2254137,0.2418995,0.2131453,0.541446,Add
2007,NAM,Namibia,0.637812,0.3532214,0.3648784,0.5031521,Add
2007,NLD,Netherlands,0.9125304,0.826581,0.9034212,0.9115912,Add
2007,NZL,New Zealand,0.6621498,0.7302542,0.9767963,0.8122888,Add
2007,NIC,Nicaragua,0.2471972,0.2571469,0.2141279,0.7243418,Add
2007,NGA,Nigeria,0.2374717,0.4105743,0.156249,0.4862345,Add
2007,NOR,Norway,0.7249644,0.9085882,0.9095156,0.9266866,Add
2007,PAK,Pakistan,0.4491794,0.4599078,0.2555871,0.6132984,Add
2007,PAN,Panama,0.6088173,0.5817268,0.303739,0.9372947,Add
2007,PRY,Paraguay,0.1408451,0.1641276,0.1021865,0.4785412,Add
2007,PER,Peru,0.2492541,0.4559627,0.3184046,0.6405298,Add
2007,PHL,Philippines,0.3043544,0.5264939,0.168774,0.6754939,Add
2007,POL,Poland,0.3412486,0.445191,0.3552629,0.777348,Add
2007,PRT,Portugal,0.7199647,0.7325394,0.6340213,0.7471337,Add
2007,QAT,Qatar,0.5697126,0.7064723,0.7186123,0.7397228,Add
2007,ROM,Romania,0.2989003,0.4270556,0.2342916,0.8191186,Add
2007,RUS,Russian Federation,0.4243581,0.3943657,0.2179278,0.423375,Add
2007,SRB,Serbia,0.2900299,0.3354583,0.2057789,0.7912012,Add
2007,SGP,Singapore,1,0.939864,0.9890575,0.9471743,Add
2007,SVK,Slovak Republic,0.4345409,0.5816222,0.3807743,0.6613816,Add
2007,SVN,Slovenia,0.5637237,0.6031536,0.6121074,0.6935317,Add
2007,ZAF,South Africa,0.6441496,0.5983791,0.4984124,0.5385228,Add
2007,ESP,Spain,0.769779,0.6207291,0.5357725,0.7712539,Add
2007,LKA,Sri Lanka,0.4471495,0.5062858,0.284391,0.6876661,Add
2007,SWE,Sweden,0.8555309,1,0.9452583,0.9481386,Add
2007,CHE,Switzerland,0.938462,0.9117475,0.9070021,0.8942817,Add
2007,TZA,Tanzania,0.3239056,0.4084503,0.3171393,0.6931006,Add
2007,THA,Thailand,0.6707475,0.7098048,0.3709028,0.9025664,Add
2007,TTO,Trinidad and Tobago,0.3589281,0.3974105,0.2210979,0.7700275,Add
2007,TUN,Tunisia,0.6841869,0.6856668,0.6389348,0.7457383,Add
2007,TUR,Turkey,0.4783177,0.6303337,0.4147991,0.7111863,Add
2007,UGA,Uganda,0.2021634,0.38191,0.1185593,0.5909799,Add
2007,UKR,Ukraine,0.3351449,0.3958369,0.2402671,0.5587745,Add
2007,ARE,United Arab Emirates,0.7654419,0.7995866,0.7256922,0.8142669,Add
2007,GBR,United Kingdom,0.8013366,0.8555936,0.7610767,0.8842928,Add
2007,USA,United States,0.8710064,0.9416512,0.5601017,0.9147693,Add
2007,URY,Uruguay,0.3891286,0.4831085,0.6225455,0.5509615,Add
2007,VEN,Venezuela,0.2618166,0.4587952,0.0592511,0.3502466,Add
2007,VNM,Vietnam,0.3064941,0.4608929,0.2416679,0.6716254,Add
2007,ZMB,Zambia,0.2432934,0.3115448,0.1311133,0.4064223,Add
2007,ZWE,Zimbabwe,0.3270854,0.1337792,0.1371705,0.3530796,Add
,,,,,,,
